age,use_social_media,avg_social_time,purposeless_use_freq,distracted_by_sm,restless_without_sm,easily_distracted,worry_level,concentration_difficulty,comparison_freq,comparison_feelings,seek_validation,feel_depressed,interest_fluctuation,sleep_issues,gender_Female,gender_Male,relationship_status_In a relationship,relationship_status_Married,relationship_status_Single
0.897573787741708,0.07170347393820717,-0.7994611247883107,-0.6473827766669142,1.188882911616178,-0.5411116408718171,-1.3166814261588988,-0.6361858284535066,-0.3504249204063808,-1.3557663945081782,0.2262676965012615,-1.2003149927868408,-1.1818273544987146,0.5499640280617152,1.1565526684945728,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.40429526913303176,0.07170347393820717,-0.12286090878781404,-1.609841581521528,-1.1787905269674837,-1.3395065524977812,0.4524678440408586,0.2013517436856215,0.43702418234588886,-0.6536410166900356,-1.6560869701368932,-1.2003149927868408,-1.1818273544987146,-1.0915316587484418,-0.940257656303161,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
1.873975580397763,0.07170347393820717,0.5537393072126826,0.31507602818769953,-0.3895660474395965,-1.3395065524977812,0.4524678440408586,1.0388893158247496,0.43702418234588886,-1.3557663945081782,0.2262676965012615,-1.2003149927868408,0.42545784761953714,-1.9122795021535204,1.1565526684945728,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.0788280049143468,0.07170347393820717,-0.12286090878781404,-2.5723003863761416,-1.968015006495371,-1.3395065524977812,1.3370424791407374,-0.6361858284535066,1.2244732850981586,-1.3557663945081782,-1.6560869701368932,-1.2003149927868408,-0.3781847534395887,0.5499640280617152,-0.24132088137058308,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
0.24663925930433814,0.07170347393820717,-0.7994611247883107,-0.6473827766669142,-0.3895660474395965,0.257283270754147,-0.4321067910590201,-0.6361858284535066,-1.1378740231586504,-0.6536410166900356,0.2262676965012615,0.39602229353851537,0.42545784761953714,-1.0915316587484418,-0.940257656303161,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.40429526913303176,0.07170347393820717,0.5537393072126826,-0.6473827766669142,1.188882911616178,0.257283270754147,-0.4321067910590201,-0.6361858284535066,-1.1378740231586504,0.048484361128107015,0.2262676965012615,-1.2003149927868408,-1.1818273544987146,-1.0915316587484418,-0.24132088137058308,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.0788280049143468,0.07170347393820717,-0.12286090878781404,-1.609841581521528,-1.1787905269674837,-1.3395065524977812,0.4524678440408586,1.0388893158247496,1.2244732850981586,-1.3557663945081782,1.167445029820339,-1.2003149927868408,-0.3781847534395887,1.3707118714667936,-0.940257656303161,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
1.873975580397763,0.07170347393820717,-0.7994611247883107,1.2775348330423133,0.39965843208829077,-1.3395065524977812,1.3370424791407374,0.2013517436856215,1.2244732850981586,-0.6536410166900356,-0.7149096368178158,-0.40214634962416274,1.229100448678663,1.3707118714667936,-0.940257656303161,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
-2.6825661186638263,0.07170347393820717,-0.7994611247883107,-0.6473827766669142,0.39965843208829077,-0.5411116408718171,0.4524678440408586,-0.6361858284535066,-1.1378740231586504,-1.3557663945081782,0.2262676965012615,-1.2003149927868408,-1.1818273544987146,-0.2707838153433633,-1.639194431235739,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
0.24663925930433814,0.07170347393820717,0.5537393072126826,-1.609841581521528,0.39965843208829077,-0.5411116408718171,-0.4321067910590201,0.2013517436856215,0.43702418234588886,-1.3557663945081782,0.2262676965012615,-1.2003149927868408,-0.3781847534395887,-1.0915316587484418,-0.24132088137058308,-1.2079401876149938,1.2079401876149938,1.8832184227823856,-0.30360956992446836,-1.5027752105133136
-1.3806970617890866,0.07170347393820717,-1.4760613407888072,-0.6473827766669142,-0.3895660474395965,-1.3395065524977812,-0.4321067910590201,-1.4737234005926345,-1.92532312591092,-1.3557663945081782,-0.7149096368178158,-1.2003149927868408,-1.9854699555578403,-1.0915316587484418,0.4576158935619949,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-1.3806970617890866,0.07170347393820717,1.230339523213179,-1.609841581521528,-0.3895660474395965,-1.3395065524977812,-0.4321067910590201,1.0388893158247496,-0.3504249204063808,1.4527351167643923,-1.6560869701368932,-0.40214634962416274,1.229100448678663,-1.0915316587484418,-1.639194431235739,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-2.3570988544451414,0.07170347393820717,0.5537393072126826,-2.5723003863761416,-1.968015006495371,-1.3395065524977812,-0.4321067910590201,-0.6361858284535066,-0.3504249204063808,0.048484361128107015,0.2262676965012615,0.39602229353851537,-1.9854699555578403,-1.9122795021535204,-1.639194431235739,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.7297625333517167,0.07170347393820717,-1.4760613407888072,-1.609841581521528,-1.1787905269674837,-1.3395065524977812,-0.4321067910590201,1.0388893158247496,-0.3504249204063808,1.4527351167643923,-1.6560869701368932,-0.40214634962416274,1.229100448678663,0.5499640280617152,1.1565526684945728,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
-0.7297625333517167,0.07170347393820717,1.230339523213179,1.2775348330423133,0.39965843208829077,-0.5411116408718171,0.4524678440408586,1.0388893158247496,-0.3504249204063808,-1.3557663945081782,0.2262676965012615,-0.40214634962416274,0.42545784761953714,-0.2707838153433633,0.4576158935619949,0.8278555596154483,-0.8278555596154483,-0.531005850358312,-0.30360956992446836,0.6654355175704708
1.223041051960393,0.07170347393820717,-0.7994611247883107,0.31507602818769953,0.39965843208829077,0.257283270754147,-0.4321067910590201,0.2013517436856215,0.43702418234588886,0.7506097389462496,2.1086223631394163,0.39602229353851537,0.42545784761953714,-0.2707838153433633,0.4576158935619949,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
2.5249101088351327,0.07170347393820717,0.5537393072126826,-1.609841581521528,0.39965843208829077,1.0556781823801111,-0.4321067910590201,0.2013517436856215,1.2244732850981586,0.7506097389462496,-0.7149096368178158,-0.40214634962416274,0.42545784761953714,-1.0915316587484418,-1.639194431235739,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
3.1758446372725024,0.07170347393820717,-0.12286090878781404,1.2775348330423133,1.188882911616178,0.257283270754147,1.3370424791407374,1.0388893158247496,1.2244732850981586,1.4527351167643923,-1.6560869701368932,1.1941909367011934,1.229100448678663,1.3707118714667936,0.4576158935619949,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
0.572106523523023,0.07170347393820717,-0.7994611247883107,-0.6473827766669142,0.39965843208829077,0.257283270754147,0.4524678440408586,-0.6361858284535066,0.43702418234588886,0.7506097389462496,-0.7149096368178158,1.1941909367011934,-0.3781847534395887,0.5499640280617152,0.4576158935619949,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
1.223041051960393,0.07170347393820717,-1.4760613407888072,-1.609841581521528,-1.968015006495371,-0.5411116408718171,-0.4321067910590201,0.2013517436856215,0.43702418234588886,0.7506097389462496,-0.7149096368178158,1.1941909367011934,0.42545784761953714,0.5499640280617152,-1.639194431235739,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
2.199442844616448,0.07170347393820717,-0.7994611247883107,-0.6473827766669142,-0.3895660474395965,1.0556781823801111,-0.4321067910590201,-1.4737234005926345,-0.3504249204063808,0.048484361128107015,0.2262676965012615,1.1941909367011934,-1.1818273544987146,-1.0915316587484418,-0.940257656303161,0.8278555596154483,-0.8278555596154483,-0.531005850358312,3.2937038191805965,-1.5027752105133136
-0.40429526913303176,0.07170347393820717,-0.7994611247883107,-1.609841581521528,-0.3895660474395965,-0.5411116408718171,-0.4321067910590201,-0.6361858284535066,-1.1378740231586504,-0.6536410166900356,0.2262676965012615,1.1941909367011934,0.42545784761953714,1.3707118714667936,0.4576158935619949,-1.2079401876149938,1.2079401876149938,-0.531005850358312,-0.30360956992446836,0.6654355175704708
